Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Bathroom,Balcony,Car Parking,Ownership
5887,2,841,0,14,3,2,0,5,3,3,4,4
7974,2,1129,0,6,3,0,0,1,3,1,4,1
2588,2,122,0,4,3,1,0,1,2,2,4,1
6306,2,135,0,5,3,0,0,6,2,0,4,1
4582,2,715,0,6,3,2,0,0,2,1,4,1
3430,2,149,0,4,3,2,0,0,2,1,4,1
4899,2,860,0,5,3,1,1,14,3,0,4,2
2488,2,122,0,3,3,1,0,1,2,2,4,1
6299,2,1270,0,2,3,1,5,0,2,2,4,1
7637,2,1415,0,11,3,2,7,17,3,2,4,4
4660,2,1463,0,5,3,2,0,6,4,2,4,1
8464,2,1994,0,5,3,0,0,1,4,1,4,1
4825,2,793,0,7,0,2,0,1,2,1,4,1
3214,2,1265,0,4,3,1,0,6,2,2,4,1
4215,2,945,0,3,3,2,0,5,2,3,4,1
9544,2,2700,0,4,3,0,4,6,4,1,4,1
4977,2,1002,0,7,0,2,0,1,3,1,4,1
4835,2,1179,0,6,3,2,0,1,2,2,4,1
5444,2,1500,0,3,3,2,2,0,3,3,4,1
2961,2,117,0,3,0,1,0,1,2,2,4,1
5747,2,750,0,5,3,2,0,6,3,1,4,1
4530,2,850,0,12,3,1,2,0,3,1,4,1
4889,2,2250,0,3,3,2,0,6,4,2,4,1
5087,2,789,0,13,0,2,8,0,3,1,4,1
4120,2,820,0,4,3,2,0,5,2,2,4,1
5810,2,156,0,9,3,2,0,0,3,1,4,1
5867,2,57,0,4,3,1,7,17,2,1,4,4
4168,2,882,0,8,0,2,0,1,3,1,4,0
3810,2,91,0,4,3,2,0,0,2,2,4,1
5034,2,860,0,5,3,1,1,14,3,0,4,1
4502,2,700,0,2,3,2,0,0,2,1,4,1
3813,2,400,0,4,3,0,7,17,2,2,4,4
10000,2,2700,0,3,3,0,0,0,4,1,4,1
2837,2,762,0,2,3,0,0,17,2,1,4,1
6667,2,1080,0,2,3,0,7,17,3,1,4,4
4444,2,1125,0,4,3,2,5,17,2,1,4,1
8105,2,1500,0,2,3,0,0,0,3,1,4,1
5522,2,1410,0,1,3,1,2,1,3,2,4,1
10593,2,121,0,3,3,2,1,6,2,3,4,1
3977,2,75,0,3,3,0,0,0,1,1,4,1
6813,2,1908,0,4,3,1,7,17,3,4,4,1
12500,2,80,0,1,0,2,7,17,1,1,4,4
4216,2,1111,0,8,3,2,0,0,3,2,4,1
4027,2,758,0,4,3,2,0,5,2,0,4,1
3803,2,820,0,4,3,2,0,5,2,2,4,1
7434,2,280,0,1,3,2,2,0,4,1,4,1
8048,2,1100,0,4,3,2,4,14,3,1,4,4
3304,2,1120,0,5,3,2,0,0,2,1,4,1
5155,2,1220,0,7,3,0,0,6,3,1,4,1
4659,2,100,0,8,3,2,0,0,2,1,4,1
8621,2,2610,0,8,3,0,0,0,3,0,4,1
2222,2,800,0,2,3,1,7,17,2,2,4,4
5200,2,812,0,6,0,1,0,6,2,2,4,1
5405,2,888,0,13,3,2,5,1,2,1,4,1
8696,2,1500,0,5,3,2,0,1,4,1,4,1
6486,2,1665,0,7,3,2,0,1,4,2,4,1
3889,2,3600,0,6,3,0,7,17,2,0,4,4
4167,2,835,0,7,3,2,8,7,3,1,4,1
8372,2,1773,0,21,0,2,7,17,4,2,4,4
7018,2,1200,0,7,3,0,0,0,3,1,4,1
4124,2,630,0,1,3,2,5,6,2,1,4,1
10388,2,722,0,12,0,0,0,17,2,0,4,0
4603,2,120,0,3,0,2,0,1,3,2,4,1
3704,2,820,0,5,0,2,0,1,3,1,4,1
5272,2,1233,0,9,3,0,0,1,3,2,4,1
3772,2,750,0,3,3,1,0,1,2,1,4,1
3850,2,633,0,9,0,2,2,0,2,0,4,1
4100,2,633,0,12,0,2,2,6,2,0,4,1
4000,2,633,0,12,0,2,2,0,2,0,4,1
7078,2,2700,0,12,0,0,0,0,4,2,4,1
5820,2,1600,0,2,0,2,7,17,3,2,4,4
4713,2,758,0,10,3,2,0,6,2,1,4,1
3600,2,665,0,8,0,2,0,5,2,1,4,1
5333,2,950,0,3,3,0,0,6,2,2,3,1
7711,2,1401,0,11,3,0,2,1,3,2,3,1
5572,2,1193,0,5,3,0,0,6,3,1,3,1
3700,2,816,0,7,0,2,0,5,3,1,3,1
7729,2,1345,0,9,3,2,2,0,3,1,3,1
5131,2,948,0,11,3,2,0,17,3,1,3,1
6562,2,1920,0,7,3,2,0,1,4,1,3,1
6571,2,2500,0,10,3,2,0,1,4,1,3,1
6739,2,2000,0,10,3,0,0,1,4,2,3,1
3145,2,120,0,4,0,2,0,1,3,1,3,1
4387,2,1550,0,9,0,2,0,6,3,3,3,1
3175,2,75,0,4,3,2,5,17,2,1,3,1
11000,2,3000,0,3,3,2,1,6,5,1,3,1
11494,2,522,0,1,3,2,0,6,1,0,3,0
3704,2,1350,0,18,3,2,7,13,2,1,3,1
4183,2,85,0,4,3,0,0,17,2,2,3,4
4605,2,945,0,4,3,0,0,0,2,1,3,1
8438,2,1100,0,5,3,0,7,17,3,1,3,4
4113,2,596,0,9,3,1,1,6,2,0,3,1
3931,2,1650,0,3,3,2,0,5,3,1,3,0
9028,2,2160,0,4,3,0,0,0,4,1,3,1
3770,2,91,0,3,3,2,0,0,2,1,3,1
2148,2,137,0,1,3,2,7,1,2,2,3,4
4630,2,720,0,4,3,0,0,1,2,2,3,1
5669,2,768,0,2,3,2,0,0,3,1,3,1
6750,2,140,0,1,3,0,0,6,3,1,3,1
5093,2,972,0,1,3,1,8,1,2,2,3,1
7500,2,1600,0,1,3,2,0,0,3,2,3,0
5300,2,1733,0,8,0,2,0,0,4,1,3,1
4312,2,1300,0,4,3,1,0,0,3,1,3,1
4603,2,710,0,10,3,2,7,0,2,1,3,1
10081,2,1450,0,13,3,2,0,0,3,1,3,1
7477,2,1872,0,2,3,2,8,6,4,2,3,1
3657,2,1200,0,1,3,0,7,17,2,1,3,4
3535,2,75,0,1,3,2,7,17,2,1,3,4
3400,2,358,0,5,0,2,2,6,1,0,3,1
4701,2,700,0,5,3,1,2,5,2,1,3,1
10000,2,2085,0,12,3,2,0,6,4,1,3,1
4209,2,1111,0,8,3,2,0,0,3,2,3,1
4898,2,700,0,7,3,1,0,13,3,1,3,1
4185,2,743,0,4,3,2,0,17,2,1,3,1
6400,2,2704,0,3,3,2,8,0,6,1,3,1
7508,2,1248,0,3,3,0,2,1,2,1,3,1
8108,2,3000,0,8,3,1,0,14,4,1,3,1
4994,2,1450,0,3,3,2,0,6,3,2,3,1
4839,2,1000,0,7,3,0,0,1,3,1,3,1
4059,2,1130,0,1,3,0,4,0,3,2,3,1
5778,2,800,0,9,3,0,1,1,2,2,3,1
5161,2,120,0,1,3,1,7,17,2,1,3,4
8646,2,165,0,7,3,0,0,17,3,1,3,1
4570,2,78,0,2,3,1,0,1,2,2,3,1
4293,2,160,0,4,3,1,8,0,3,1,3,1
4333,2,712,0,2,3,1,0,0,2,0,3,1
6818,2,92,0,2,3,0,0,1,3,1,3,1
5607,2,1600,0,6,3,1,0,6,3,2,3,1
5319,2,627,0,4,3,0,7,17,2,0,3,4
8046,2,1566,0,2,3,0,0,1,3,3,3,1
6091,2,100,0,5,3,0,7,6,2,0,3,0
7506,2,1500,0,2,3,1,7,0,3,2,3,4
7111,2,1635,0,1,0,0,5,0,3,1,3,1
4370,2,130,0,3,3,0,8,6,2,2,3,1
2096,2,954,0,2,3,0,7,17,2,2,3,4
6783,2,2124,0,7,0,2,0,0,4,1,3,1
3651,2,705,0,5,0,2,0,1,2,1,3,1
5447,2,642,0,2,3,2,0,6,2,1,3,1
6452,2,941,0,1,0,0,0,8,3,1,3,1
8333,2,348,0,4,3,2,0,1,4,1,3,1
7859,2,1107,0,1,3,0,2,1,2,2,3,1
4856,2,151,0,8,3,2,0,1,3,1,3,1
8108,2,1166,0,7,3,2,5,4,3,2,3,1
4024,2,900,0,5,0,2,0,1,3,1,3,1
6349,2,1512,0,8,3,1,0,6,4,1,3,1
4404,2,600,0,9,3,1,0,14,2,1,3,1
3288,2,730,0,2,3,1,0,1,1,1,3,1
4299,2,878,0,4,3,2,0,6,2,1,3,1
5388,2,820,0,1,3,0,0,1,2,2,3,1
4306,2,936,0,5,0,2,0,1,3,1,3,1
5500,2,1450,0,5,3,2,0,0,4,1,3,1
10000,2,2300,0,3,3,0,0,5,4,2,3,1
2890,2,100,0,2,3,2,7,17,2,2,3,4
4514,2,950,0,2,3,0,0,0,3,1,3,1
6173,2,110,0,3,3,2,0,0,2,2,3,1
8606,2,165,0,8,3,0,0,17,3,1,3,1
4025,2,646,0,14,3,2,0,1,1,1,3,1
6500,2,1850,0,10,3,2,0,0,5,1,3,1
8187,2,1250,0,1,3,0,1,6,3,1,3,1
7407,2,940,0,4,3,2,5,6,3,1,3,1
6061,2,180,0,4,0,2,4,0,3,2,3,1
3904,2,712,0,8,3,2,0,0,2,0,3,1
5444,2,1440,0,1,3,1,0,0,3,3,3,1
5333,2,585,0,3,3,0,0,1,2,1,3,1
6536,2,1285,0,1,3,2,3,0,3,1,3,1
4476,2,78,0,5,0,2,0,1,2,1,3,1
7443,2,2000,0,6,3,2,0,1,5,1,3,1
4194,2,930,0,1,0,2,0,1,3,1,3,1
6170,2,2000,0,11,3,0,0,1,3,2,3,1
6878,2,420,0,2,3,0,0,14,4,2,3,1
4665,2,109,0,3,3,0,7,17,2,2,3,4
7551,2,1112,0,2,3,1,2,0,3,1,3,1
6349,2,1100,0,9,3,1,1,6,3,1,3,1
6895,2,175,0,4,3,2,0,1,4,1,3,1
3750,2,1200,0,4,3,1,7,0,2,1,3,1
6701,2,1134,0,6,0,2,2,0,3,1,3,1
6117,2,1186,0,10,3,2,0,0,3,1,3,1
4164,2,1123,0,8,3,2,0,5,3,2,3,1
2842,2,950,0,5,3,1,7,0,1,1,3,1
5714,2,800,0,2,3,0,0,17,2,1,3,1
4222,2,1123,0,8,3,2,0,5,3,2,3,1
4530,2,680,0,12,3,1,2,1,2,1,3,1
5581,2,1150,0,7,0,2,0,1,3,1,3,1
11688,2,2310,0,6,3,0,0,1,4,1,3,1
5432,2,235,0,4,3,2,6,17,2,1,3,4
5856,2,139,0,9,3,2,0,1,3,1,3,1
4280,2,1123,0,8,3,2,0,5,3,2,3,1
4865,2,850,0,9,3,1,0,14,3,1,3,1
3216,2,100,0,3,3,2,7,17,2,1,3,4
3892,2,1202,0,4,3,2,0,5,3,1,3,1
9766,2,1536,0,11,3,0,0,5,4,1,3,1
3448,2,140,0,5,3,2,7,17,2,2,3,4
7386,2,3225,0,3,3,2,0,0,5,1,3,0
3632,2,950,0,5,3,1,0,1,3,1,3,1
4896,2,92,0,7,3,2,0,0,2,1,3,1
3946,2,1202,0,4,3,2,0,5,3,1,3,1
4762,2,810,0,3,3,1,0,14,2,0,3,1
6222,2,1575,0,1,3,2,0,0,3,1,3,1
7500,2,1100,0,2,3,2,7,17,3,1,3,4
6111,2,1118,0,2,0,2,0,1,3,1,3,1
6111,2,1215,0,2,0,2,0,1,3,1,3,1
6111,2,1280,0,2,0,2,0,1,3,1,3,1
3667,2,900,0,7,3,2,2,1,3,0,3,1
3333,2,2450,0,10,3,0,0,1,3,3,3,1
10315,2,2205,0,1,3,0,0,6,4,1,3,1
4000,2,1202,0,4,3,2,0,5,3,1,3,1
5104,2,1463,0,9,3,2,1,0,3,3,3,1
3899,2,874,0,8,3,0,0,1,3,2,3,1
6289,2,1360,0,2,3,2,2,17,3,3,3,1
4750,2,665,0,6,3,1,7,6,2,1,3,1
9492,2,3500,0,4,0,2,0,5,6,1,3,1
7005,2,1250,0,2,0,2,0,0,3,1,3,1
7222,2,900,0,5,0,2,2,6,2,2,3,1
6385,2,924,0,4,0,2,2,0,3,2,3,1
6517,2,2050,0,1,3,2,1,6,4,1,3,1
5013,2,730,0,8,3,2,3,17,2,2,3,1
4762,2,960,0,7,3,2,2,0,2,1,3,1
4932,2,117,0,2,3,2,0,0,3,2,3,1
5740,2,1233,0,8,3,2,6,6,3,3,3,0
3700,2,633,0,6,0,2,0,1,2,0,3,1
4514,2,936,0,6,3,1,7,4,3,2,3,1
7795,2,3000,0,2,3,2,0,4,4,1,3,1
4657,2,800,0,5,3,2,0,0,3,1,3,1
5585,2,3580,0,6,0,2,0,14,5,3,3,1
3000,2,1100,0,2,3,2,2,1,3,2,3,1
4561,2,880,0,8,3,2,0,0,3,2,3,1
6098,2,1328,0,8,3,0,0,1,3,1,3,1
4915,2,760,0,7,3,2,0,6,2,1,3,1
4393,2,1136,0,3,3,2,0,6,3,1,3,1
4993,2,450,0,4,3,0,1,17,1,1,3,1
4659,2,1107,0,7,3,1,0,0,3,2,3,1
4793,2,728,0,1,0,1,0,17,2,0,3,1
5299,2,850,0,3,3,1,5,6,2,0,3,2
4815,2,950,0,4,3,0,8,1,2,1,3,1
4127,2,900,0,4,3,2,0,6,3,1,3,1
7692,2,1350,0,2,3,2,0,1,3,1,3,1
4254,2,1102,0,2,3,1,0,5,2,2,3,0
5821,2,1140,0,7,3,1,7,17,3,1,3,4
5500,2,1503,0,3,0,2,0,6,3,1,3,1
5102,2,808,0,5,3,0,0,1,3,1,3,1
3784,2,1202,0,4,3,2,0,5,3,1,3,1
8339,2,2200,0,4,3,2,0,1,4,1,3,0
4586,2,731,0,6,0,2,0,1,3,2,3,1
4365,2,882,0,1,3,1,7,17,2,2,3,4
3838,2,1202,0,4,3,2,0,5,3,1,3,1
2626,2,990,0,4,0,1,7,6,2,2,3,1
5887,2,891,0,14,3,0,0,14,3,1,3,1
3578,2,950,0,5,3,2,0,1,3,1,3,1
4786,2,721,0,7,3,0,8,1,2,1,3,1
8553,2,2500,0,8,3,0,0,6,4,1,3,1
3883,2,820,0,4,3,2,0,5,2,2,3,1
3333,2,100,0,1,3,0,1,17,2,1,3,0
9289,2,1875,0,1,3,1,0,1,4,1,3,0
7353,2,1530,0,12,3,1,0,0,3,2,3,1
4755,2,890,0,5,0,2,0,5,3,1,3,1
6790,2,1600,0,6,3,0,1,6,4,1,3,1
6250,2,1475,0,2,0,2,0,1,4,1,3,1
10556,2,2088,0,13,0,2,0,5,5,3,3,1
4667,2,80,0,3,3,1,1,6,1,2,3,1
5413,2,121,0,12,3,0,0,6,2,1,3,1
3991,2,926,0,5,3,0,2,6,2,1,3,4
4215,2,105,0,3,3,2,1,1,2,2,3,1
5361,2,1514,0,7,0,2,0,1,3,1,3,1
8235,2,3500,0,11,3,2,0,1,4,2,3,0
6500,2,1242,0,4,0,2,0,1,3,1,3,1
7800,2,3500,0,1,0,2,0,1,5,1,3,1
6500,2,2600,0,10,3,2,7,6,4,3,3,1
3441,2,55,0,4,3,2,1,1,2,2,3,2
7179,2,1170,0,2,3,2,2,0,3,2,3,1
3666,2,976,0,2,3,2,0,17,3,2,3,1
5789,2,1655,0,7,3,0,0,0,3,2,3,1
8000,2,1326,0,5,0,2,0,0,3,1,3,0
3423,2,1394,0,1,3,1,7,6,2,2,3,4
5134,2,600,0,4,3,2,0,0,2,1,3,0
9143,2,1225,0,3,3,0,8,6,3,2,3,1
4111,2,80,0,2,3,1,1,17,1,1,3,1
3929,2,119,0,5,3,2,0,13,2,1,3,1
8000,2,1350,0,4,3,1,0,5,3,1,3,1
7852,2,2349,0,5,3,0,2,1,5,1,3,1
3497,2,549,0,7,3,1,0,0,1,0,3,1
4583,2,936,0,1,3,2,0,1,3,1,3,1
4300,2,1700,0,7,0,2,0,8,3,1,3,1
2553,2,880,0,2,3,0,0,0,2,2,3,0
4450,2,1482,0,5,0,2,0,1,3,1,3,1
12632,2,2755,0,4,3,0,0,1,5,1,3,1
3687,2,990,0,6,3,2,0,1,2,2,3,0
4375,2,1100,0,2,3,0,0,0,3,3,3,1
7190,2,1370,0,2,3,1,0,0,3,1,3,0
4150,2,70,0,1,3,2,1,1,2,2,3,4
4915,2,760,0,8,3,2,0,0,2,1,3,1
6076,2,168,0,2,0,2,0,6,3,1,3,1
4509,2,1300,0,12,3,2,8,6,3,2,3,1
3411,2,667,0,2,3,1,0,17,2,1,3,1
4000,2,923,0,14,0,2,0,5,3,1,3,1
5909,2,2106,0,3,3,1,7,0,2,2,3,4
7003,2,185,0,13,3,0,7,17,3,4,3,4
7767,2,780,0,3,3,2,7,6,2,1,3,4
6700,2,1089,0,10,0,2,0,0,3,1,3,4
5926,2,1900,0,1,3,1,7,6,4,1,3,1
6500,2,951,0,7,0,2,0,6,3,0,3,4
7974,2,1410,0,3,3,0,0,0,3,2,3,1
4334,2,969,0,3,3,2,0,6,3,1,3,1
12033,2,2600,0,10,3,2,8,6,5,1,3,1
6341,2,1332,0,11,3,1,1,5,3,1,3,1
3535,2,693,0,4,3,2,0,1,2,1,3,1
7622,2,1250,0,2,3,0,0,1,3,2,3,1
4700,2,625,0,4,3,2,7,5,2,1,3,4
10417,2,2700,0,9,3,0,8,5,3,1,3,1
6420,2,1215,0,2,3,0,0,17,3,2,3,1
4505,2,600,0,5,3,2,7,17,2,2,3,4
3388,2,70,0,4,3,1,7,17,2,1,3,4
4355,2,1482,0,5,0,2,0,1,3,1,3,1
6268,2,105,0,11,0,2,0,6,3,1,3,1
7632,2,1100,0,2,3,2,0,17,3,1,3,1
7235,2,1260,0,3,3,2,2,0,3,1,3,1
4375,2,1100,0,2,3,0,0,0,3,3,3,1
4450,2,1975,0,10,0,2,0,6,4,1,3,1
2222,2,527,0,1,3,2,0,17,1,1,3,1
3005,2,95,0,5,3,0,0,1,2,3,3,4
5668,2,702,0,16,3,1,0,5,2,1,3,1
5009,2,125,0,1,3,1,7,14,2,2,3,4
3434,2,850,0,2,3,0,0,17,2,2,3,1
3535,2,713,0,4,3,2,0,1,2,1,3,1
4591,2,991,0,3,3,2,0,6,3,1,3,1
5000,2,390,0,10,3,2,1,1,1,1,3,1
3730,2,105,0,2,3,0,4,6,2,1,3,1
4598,2,995,0,1,3,1,0,0,2,2,3,1
4281,2,800,0,8,3,2,0,6,2,0,3,1
5921,2,2356,0,7,3,2,0,1,4,1,3,1
5253,2,1500,0,4,3,0,0,1,3,3,3,1
4722,2,1182,0,5,0,2,0,6,3,1,3,1
5274,2,195,0,6,3,2,0,6,5,2,3,1
5469,2,1129,0,10,3,2,0,0,3,1,3,1
2099,2,980,0,3,3,1,0,1,2,2,3,1
8667,2,1350,0,11,3,2,1,1,4,1,3,1
4167,2,2500,0,4,3,2,0,1,2,1,3,1
7200,2,1538,0,10,0,2,0,0,4,1,3,1
4358,2,820,0,4,3,2,0,1,2,2,3,1
7407,2,1450,0,6,3,0,0,17,3,0,3,1
9600,2,2031,0,7,3,0,0,0,4,1,3,1
5490,2,1890,0,10,0,2,0,6,4,1,3,1
4167,2,285,0,9,3,0,0,17,2,3,3,1
2291,2,135,0,4,3,0,7,17,2,3,3,4
5952,2,130,0,9,3,1,5,17,2,1,3,4
6333,2,1077,0,3,3,0,0,0,3,2,3,1
5128,2,60,0,1,3,2,7,17,1,0,3,4
7200,2,2049,0,9,0,2,0,0,4,1,3,1
4184,2,976,0,5,0,2,0,1,3,4,3,1
4759,2,960,0,3,3,2,2,1,2,2,3,1
4724,2,827,0,4,3,2,5,1,2,2,3,1
2811,2,1224,0,2,3,2,0,5,2,2,3,1
5000,2,390,0,8,3,2,4,1,1,1,3,1
2581,2,1326,0,4,3,0,0,5,2,2,3,1
8000,2,3060,0,10,0,2,0,5,4,2,3,1
7200,2,2165,0,9,0,2,0,0,4,1,3,1
7092,2,120,0,1,3,0,7,17,3,3,3,4
4000,2,800,0,4,3,0,0,1,1,1,3,1
7352,2,1790,0,10,3,2,2,1,3,1,3,1
7737,2,1550,0,11,0,2,0,6,4,1,3,1
7567,2,1637,0,10,3,0,3,1,3,1,3,1
5267,2,88,0,1,3,1,0,0,2,2,3,1
4465,2,750,0,6,3,1,0,1,2,1,3,1
8407,2,1800,0,2,3,2,0,6,3,1,3,0
3021,2,990,0,4,3,2,0,1,2,2,3,4
5182,2,950,0,4,3,0,0,1,2,1,3,1
5202,2,1038,0,4,3,1,2,6,3,1,3,1
7500,2,2500,0,9,3,0,0,0,4,2,3,1
4365,2,100,0,5,3,1,7,17,2,2,3,4
4514,2,760,0,6,3,0,1,1,2,2,3,1
4492,2,142,0,1,3,1,0,0,3,2,3,1
3578,2,760,0,5,3,1,0,5,2,2,3,1
3981,2,70,0,1,0,2,2,1,2,1,3,0
4567,2,814,0,6,3,2,0,6,2,2,3,1
3333,2,173,0,4,0,2,0,0,3,1,3,1
8160,2,1900,0,13,3,2,0,6,4,1,3,1
5511,2,115,0,8,3,1,7,17,2,2,3,4
3810,2,630,0,2,0,2,0,6,2,1,3,1
4622,2,75,0,9,3,1,0,1,2,1,3,1
6039,2,1490,0,2,0,2,0,1,3,1,3,1
6652,2,2000,0,10,3,1,1,1,3,1,3,1
4889,2,745,0,1,3,2,2,17,2,1,3,1
5097,2,1962,0,2,3,0,0,1,3,2,3,1
7081,2,1400,0,7,0,2,0,5,4,1,3,1
4926,2,117,0,6,3,2,0,0,3,2,3,1
5000,2,1350,0,5,3,2,0,0,4,1,3,1
7037,2,100,0,2,3,0,0,0,3,1,3,0
6000,2,2122,0,1,0,2,8,6,4,1,3,1
6173,2,83,0,4,3,0,0,6,2,1,3,1
5069,2,780,0,7,0,0,8,6,3,3,3,1
4848,2,495,0,3,3,1,0,17,1,0,3,1
9767,2,1300,0,9,3,0,2,6,3,1,3,1
5961,2,1300,0,4,3,2,0,1,3,1,3,1
5556,2,800,0,4,3,0,0,0,2,1,3,1
6296,2,1000,0,1,3,1,0,1,2,1,3,1
6944,2,175,0,4,3,0,7,1,3,1,3,4
4818,2,900,0,2,3,1,0,5,2,1,2,1
5435,2,1500,0,11,3,1,0,1,4,1,2,1
10371,2,2121,0,8,0,0,1,1,4,1,2,1
3539,2,90,0,3,3,1,0,0,2,2,2,1
11340,2,1488,0,21,3,2,0,1,4,3,2,1
8000,2,2200,0,3,0,2,0,0,4,1,2,1
7434,2,280,0,2,3,2,0,0,4,1,2,1
4762,2,85,0,5,3,2,2,0,2,1,2,1
4331,2,900,0,5,3,1,0,14,2,2,2,2
7407,2,1114,0,5,0,2,0,1,3,1,2,1
4091,2,600,0,3,3,0,0,6,2,1,2,1
3648,2,790,0,5,3,2,0,6,2,1,2,1
8367,2,2500,0,17,3,2,0,17,5,1,2,1
7619,2,2100,0,9,3,2,0,1,3,2,2,1
4365,2,730,0,3,3,0,0,1,2,1,2,1
4229,2,175,0,6,3,2,0,1,3,1,2,1
4702,2,878,0,10,3,2,0,1,2,2,2,1
10080,2,1968,0,5,3,0,0,1,4,1,2,1
6624,2,1400,0,8,3,2,0,17,4,2,2,1
4792,2,936,0,7,3,0,8,1,3,1,2,1
9004,2,1513,0,5,0,0,0,1,3,1,2,1
8000,2,2380,0,4,0,2,0,0,4,1,2,1
5456,2,1278,0,3,3,0,0,6,3,2,2,1
9800,2,1714,0,6,3,0,0,1,4,1,2,1
5569,2,2046,0,7,3,2,8,0,4,1,2,1
5417,2,1100,0,2,3,1,7,17,2,2,2,4
4825,2,450,0,3,3,1,7,17,1,1,2,4
11111,2,2160,0,8,3,0,0,6,3,1,2,1
5000,2,75,0,3,3,2,0,6,2,0,2,1
4308,2,85,0,7,3,2,1,0,2,1,2,1
4286,2,685,0,2,3,0,1,6,2,1,2,1
3651,2,705,0,5,0,2,0,1,2,1,2,1
6672,2,1574,0,5,3,2,0,0,4,1,2,1
4878,2,790,0,7,3,0,8,1,3,2,2,1
5869,2,1150,0,7,3,0,7,0,2,1,2,0
7556,2,1350,0,2,3,0,1,0,3,1,2,1
4516,2,800,0,5,3,2,2,0,2,2,2,1
6011,2,1108,0,4,3,2,2,0,3,1,2,1
4167,2,990,0,8,0,2,0,5,3,1,2,1
6742,2,1205,0,1,3,0,0,0,3,3,2,1
5000,2,1600,0,5,3,0,0,1,3,3,2,1
6500,2,1338,0,5,0,2,0,6,3,1,2,1
7475,2,2720,0,12,3,2,0,1,4,1,2,1
4305,2,990,0,3,0,2,0,14,3,2,2,1
6614,2,1122,0,9,0,2,0,14,3,1,2,1
4321,2,861,0,5,3,2,0,0,2,0,2,1
5278,2,1440,0,4,3,1,7,17,3,1,2,4
4938,2,972,0,4,3,1,1,1,3,2,2,1
5000,2,80,0,8,3,1,0,6,2,1,2,1
6447,2,2470,0,1,3,1,0,14,5,2,2,1
5250,2,2800,0,11,3,2,7,0,5,1,2,1
3388,2,984,0,2,0,2,0,1,3,1,2,1
5000,2,990,0,3,3,0,0,0,2,2,2,1
4545,2,80,0,3,3,0,0,6,2,1,2,1
4115,2,108,0,3,3,0,7,1,2,2,2,1
4701,2,750,0,5,3,2,2,0,2,1,2,1
4918,2,550,0,7,3,2,0,0,1,0,2,1
5732,2,88,0,1,3,2,0,0,2,3,2,1
5215,2,1212,0,2,3,2,0,0,3,1,2,1
5702,2,1980,0,5,3,1,2,1,3,1,2,1
8296,2,1900,0,5,3,2,0,6,3,3,2,1
2315,2,750,0,6,0,2,1,1,2,1,2,1
3651,2,705,0,5,0,2,0,1,2,1,2,1
4082,2,960,0,4,3,2,0,1,3,2,2,1
5000,2,900,0,2,3,1,0,6,2,1,2,1
3007,2,498,0,1,3,2,0,17,1,1,2,1
6637,2,875,0,2,3,0,0,6,2,2,2,1
11371,2,275,0,8,3,0,0,1,4,1,2,1
3434,2,110,0,1,3,2,0,6,3,2,2,1
5864,2,180,0,4,3,2,7,1,3,3,2,1
6522,2,175,0,4,3,1,8,5,3,1,2,2
4151,2,103,0,12,3,2,0,1,3,1,2,1
5811,2,900,0,1,3,2,7,6,2,2,2,1
4500,2,2623,0,7,0,2,0,8,4,1,2,1
4335,2,78,0,1,3,1,0,0,2,2,2,1
7170,2,1707,0,6,0,2,0,5,4,1,2,1
6878,2,105,0,3,3,2,0,6,2,2,2,1
5000,2,900,0,2,3,1,0,6,2,1,2,1
3007,2,498,0,1,3,2,0,17,1,1,2,1
6637,2,875,0,2,3,0,0,6,2,2,2,1
11371,2,275,0,8,3,0,0,1,4,1,2,1
3434,2,110,0,1,3,2,0,6,3,2,2,1
5864,2,180,0,4,3,2,7,1,3,3,2,1
6522,2,175,0,4,3,1,8,5,3,1,2,2
4151,2,103,0,12,3,2,0,1,3,1,2,1
5811,2,900,0,1,3,2,7,6,2,2,2,1
4500,2,2623,0,7,0,2,0,8,4,1,2,1
4335,2,78,0,1,3,1,0,0,2,2,2,1
7170,2,1707,0,6,0,2,0,5,4,1,2,1
6878,2,105,0,3,3,2,0,6,2,2,2,1
5000,2,900,0,2,3,1,0,6,2,1,2,1
3007,2,498,0,1,3,2,0,17,1,1,2,1
6637,2,875,0,2,3,0,0,6,2,2,2,1
11371,2,275,0,8,3,0,0,1,4,1,2,1
3434,2,110,0,1,3,2,0,6,3,2,2,1
5864,2,180,0,4,3,2,7,1,3,3,2,1
6522,2,175,0,4,3,1,8,5,3,1,2,2
4151,2,103,0,12,3,2,0,1,3,1,2,1
5811,2,900,0,1,3,2,7,6,2,2,2,1
4500,2,2623,0,7,0,2,0,8,4,1,2,1
4335,2,78,0,1,3,1,0,0,2,2,2,1
7170,2,1707,0,6,0,2,0,5,4,1,2,1
6878,2,105,0,3,3,2,0,6,2,2,2,1
5000,2,900,0,2,3,1,0,6,2,1,2,1
3007,2,498,0,1,3,2,0,17,1,1,2,1
6637,2,875,0,2,3,0,0,6,2,2,2,1
11371,2,275,0,8,3,0,0,1,4,1,2,1
3434,2,110,0,1,3,2,0,6,3,2,2,1
5864,2,180,0,4,3,2,7,1,3,3,2,1
6522,2,175,0,4,3,1,8,5,3,1,2,2
4151,2,103,0,12,3,2,0,1,3,1,2,1
5811,2,900,0,1,3,2,7,6,2,2,2,1
